Id,UntisId,SchoolclassId,TeacherId,Subject,Room,Day,PeriodNr
1527,918,4AHMNG,LJK,MPGD,A2.20,2,1
1528,918,4AHMNG,LJK,MPGD,A2.20,2,2
1529,918,4AHMNG,LJK,MPGD,A2.20,2,3
1530,918,4AHMNG,LJK,MPGD,A2.20,2,4
1531,920,4AHMNG,LAP,BESP,CU.28,1,7
1532,920,4AHMNG,LAP,BESP,CU.28,1,8
1533,920,4AHMNG,WIS,BESP,CU.28,1,7
1534,920,4AHMNG,WIS,BESP,CU.28,1,8
1535,921,4AHMNG,MEA,MTGI,B5.08,4,9
1536,921,4AHMNG,MEA,MTGI,B5.08,4,10
1537,921,4AHMNG,LJK,MTGI,B5.08,4,9
1538,921,4AHMNG,LJK,MTGI,B5.08,4,10
1539,922,4AHMNG,KSR,MTKG,B5.09,3,7
1540,922,4AHMNG,KSR,MTKG,B5.09,3,8
1541,923,4AHMNG,KAS,AMx,A3.13,1,2
1542,923,4AHMNG,KAS,AMx,A1.23,3,1
1543,925,4AHMNG,BIG,WIR3,A3.19,1,3
1544,926,4AHKUI,STK,GGPB,A2.06,3,8
1545,928,4AHKUI,SCW,WIRE,A2.06,3,6
1546,928,4AHKUI,SCW,WIRE,A2.06,3,7
1547,929,4AHMNA,BAE,MTKG,A3.19,3,7
1548,929,4AHMNA,BAE,MTKG,A3.19,3,8
1549,930,4AHKUI,BIG,WIR3,A2.06,3,4
1550,931,4AHKUI,LAP,BESP,CU.27,1,7
1551,931,4AHKUI,LAP,BESP,CU.27,1,8
1552,931,4AHKUI,WIS,BESP,CU.27,1,7
1553,931,4AHKUI,WIS,BESP,CU.27,1,8
1554,932,4AHKUI,PK,AM,A2.06,1,1
1555,932,4AHKUI,PK,AM,A2.06,5,2
1556,933,4AHKUI,HOH,DKO2,A2.06,2,2
1557,933,4AHKUI,HOH,DKO2,A2.06,2,3
1558,934,3BHIF,HW,NVS1,B3.12NW,4,9
1559,935,4AHKUI,VUV,EW1,A2.06,5,3
1560,935,4AHKUI,VUV,EW1,A2.06,5,4
1561,935,4AHKUI,VUV,EW1,A2.06,5,5
1562,935,4AHKUI,VUV,EW1,A2.06,5,6
1563,935,4AHKUI,HAD,EW1,A2.06,5,3
1564,935,4AHKUI,HAD,EW1,A2.06,5,4
1565,935,4AHKUI,HAD,EW1,A2.06,5,5
1566,935,4AHKUI,HAD,EW1,A2.06,5,6
1567,936,4AHMNA,BIG,WIR3,A3.19,3,9
1568,937,4AHKUI,MAT,TEIN,A2.06,3,1
1569,937,4AHKUI,MAT,TEIN,A2.06,3,2
1570,937,4AHKUI,MAT,TEIN,A2.06,3,3
1571,937,4AHKUI,ERS,TEIN,A2.06,3,1
1572,937,4AHKUI,ERS,TEIN,A2.06,3,2
1573,937,4AHKUI,ERS,TEIN,A2.06,3,3
1574,938,4AHKUI,SCE,TEIN,A2.06,2,4
1575,938,4AHKUI,SCE,TEIN,A2.06,2,5
1576,938,4AHKUI,KNT,TEIN,A2.06,2,4
1577,938,4AHKUI,KNT,TEIN,A2.06,2,5
1578,939,4AHKUI,MOS,NW2,AH.32,1,5
1579,940,4AHKUI,BAE,KGKP,A2.06,1,2
1580,940,4AHKUI,BAE,KGKP,A2.06,1,3
1581,941,4AHKUI,TOM,DAKO,A2.06,5,8
1582,941,4AHKUI,TOM,DAKO,A2.06,5,9
1583,941,4AHKUI,TOM,DAKO,A2.06,5,10
1584,941,4AHKUI,TOM,DAKO,A2.06,5,11
1585,941,4AHKUI,SCW,DAKO,A2.06,5,8
1586,941,4AHKUI,SCW,DAKO,A2.06,5,9
1587,941,4AHKUI,SCW,DAKO,A2.06,5,10
1588,941,4AHKUI,SCW,DAKO,A2.06,5,11
1589,943,4AHKUI,KIR,AP4,BH.08W,4,1
1590,943,4AHKUI,KIR,AP4,BH.08W,4,2
1591,943,4AHKUI,KIR,AP4,BH.08W,4,3
1592,943,4AHKUI,KIR,AP4,BH.08W,4,4
1593,943,4AHKUI,KIR,AP4,BH.08W,4,5
1594,943,4AHKUI,AMA,AP4,B1.13W,4,1
1595,943,4AHKUI,AMA,AP4,B1.13W,4,2
1596,943,4AHKUI,AMA,AP4,B1.13W,4,3
1597,943,4AHKUI,AMA,AP4,B1.13W,4,4
1598,943,4AHKUI,AMA,AP4,B1.13W,4,5
1599,943,4AHKUI,AGU,AP4,DE.13aW,4,1
1600,943,4AHKUI,AGU,AP4,DE.13aW,4,2
1601,943,4AHKUI,AGU,AP4,DE.13aW,4,3
1602,943,4AHKUI,AGU,AP4,DE.13aW,4,4
1603,943,4AHKUI,AGU,AP4,DE.13aW,4,5
1604,943,4AHKUI,WER,AP4,B2.07bW,4,1
1605,943,4AHKUI,WER,AP4,B2.07bW,4,2
1606,943,4AHKUI,WER,AP4,B2.07bW,4,3
1607,943,4AHKUI,WER,AP4,B2.07bW,4,4
1608,943,4AHKUI,WER,AP4,B2.07bW,4,5
1609,945,3AHKUI,KDC,BESP,AU.04,2,3
1610,945,3AHKUI,KDC,BESP,AU.04,2,4
1611,945,3AHKUI,SGC,BESP,AU.04,2,3
1612,945,3AHKUI,SGC,BESP,AU.04,2,4
1613,946,3AHKUI,DVO,EW1,A1.23,4,1
1614,946,3AHKUI,DVO,EW1,A1.23,4,2
1615,946,3AHKUI,DVO,EW1,A1.23,4,3
1616,946,3AHKUI,DVO,EW1,A1.23,4,4
1617,946,3AHKUI,SBA,EW1,A1.23,4,1
1618,946,3AHKUI,SBA,EW1,A1.23,4,2
1619,946,3AHKUI,SBA,EW1,A1.23,4,3
1620,946,3AHKUI,SBA,EW1,A1.23,4,4
1621,947,3AHKUI,TOM,DAKO,A1.23,5,3
1622,947,3AHKUI,TOM,DAKO,A1.23,5,4
1623,947,3AHKUI,TOM,DAKO,A1.23,5,5
1624,947,3AHKUI,TOM,DAKO,A1.23,5,6
1625,947,3AHKUI,PRK,DAKO,A1.23,5,3
1626,947,3AHKUI,PRK,DAKO,A1.23,5,4
1627,947,3AHKUI,PRK,DAKO,A1.23,5,5
1628,947,3AHKUI,PRK,DAKO,A1.23,5,6
1629,948,3AHKUI,STK,E1x,A1.23,2,1
1630,948,3AHKUI,STK,E1x,A1.23,4,5
1631,948,3AHKUI,MUI,E1y,A2.04,2,1
1632,948,3AHKUI,MUI,E1y,A2.04,4,5
1633,949,3AHKUI,BAE,KGKP,A1.23,1,6
1634,949,3AHKUI,BAE,KGKP,A1.23,1,7
1635,950,3AHKUI,AGU,AP4,DE.13aW,3,1
1636,950,3AHKUI,AGU,AP4,DE.13aW,3,2
1637,950,3AHKUI,AGU,AP4,DE.13aW,3,3
1638,950,3AHKUI,AGU,AP4,DE.13aW,3,4
1639,950,3AHKUI,AGU,AP4,DE.13aW,3,5
1640,950,3AHKUI,WER,AP4,B2.07bW,3,1
1641,950,3AHKUI,WER,AP4,B2.07bW,3,2
1642,950,3AHKUI,WER,AP4,B2.07bW,3,3
1643,950,3AHKUI,WER,AP4,B2.07bW,3,4
1644,950,3AHKUI,WER,AP4,B2.07bW,3,5
1645,950,3AHKUI,ZIA,AP4,BH.09aW,3,1
1646,950,3AHKUI,ZIA,AP4,BH.09aW,3,2
1647,950,3AHKUI,ZIA,AP4,BH.09aW,3,3
1648,950,3AHKUI,ZIA,AP4,BH.09aW,3,4
1649,950,3AHKUI,ZIA,AP4,BH.09aW,3,5
1650,950,3AHKUI,PIF,AP4,B1.13W,3,1
1651,950,3AHKUI,PIF,AP4,B1.13W,3,2
1652,950,3AHKUI,PIF,AP4,B1.13W,3,3
1653,950,3AHKUI,PIF,AP4,B1.13W,3,4
1654,950,3AHKUI,PIF,AP4,B1.13W,3,5
1655,951,3AHKUI,VUV,TEIN,A1.23,3,7
1656,951,3AHKUI,VUV,TEIN,A1.23,3,8
1657,636,1BHWIT,WAB,PRMN,A1.06,3,1
1658,636,1BHWIT,WAB,PRMN,A1.06,3,2
1659,953,3AHKUI,LAP,GGPB,A1.23,4,8
1660,955,4AHWIT,CSR,BESP,CU.27,4,6
1661,955,4AHWIT,CSR,BESP,CU.27,4,7
1662,955,4AHWIT,KNJ,BESP,CU.27,4,6
1663,955,4AHWIT,KNJ,BESP,CU.27,4,7
1664,956,3AHKUI,HAD,TEIN,A1.23,5,1
1665,956,3AHKUI,HAD,TEIN,A1.23,5,2
1666,956,3AHKUI,PIC,TEIN,A1.23,5,1
1667,956,3AHKUI,PIC,TEIN,A1.23,5,2
1668,958,4AHWIT,STM,AM,A1.17,3,2
1669,958,4AHWIT,STM,AM,C3.06,5,4
1670,962,4AHWIT,SPN,BET,A1.16,2,3
1671,964,3AHKUI,KAS,AM,A1.23,1,8
1672,964,3AHKUI,KAS,AM,A1.23,2,6
1673,965,4AHWIT,PUW,INF1x,B4.14MF,1,6
1674,965,4AHWIT,PUW,INF1x,B4.14MF,1,7
1675,965,4AHWIT,BIE,INF1y,B4.14MF,1,6
1676,965,4AHWIT,BIE,INF1y,B4.14MF,1,7
1677,967,4AHWIT,HAU,UFW2,A1.06,2,9
1678,967,4AHWIT,HAU,UFW2,A1.17,3,1
1679,968,3AHKUI,BRA,NW2,A1.23,2,2
1680,971,4AHWIT,WOF,MET1,A1.17,2,1
1681,971,4AHWIT,WOF,MET1,A1.17,2,2
1682,1316,4BHWIT,MAH,PMM,A2.06,4,4
1683,1316,4BHWIT,MAH,PMM,AH.26,5,10
1684,972,3AHWIT,MAH,APT1,A1.06,5,4
1685,972,3AHWIT,MAH,APT1,A1.06,5,5
1686,973,3AHWIT,SED,APT1,A1.14,2,6
1687,974,3AHWIT,LAP,BESP,CU.27,1,3
1688,974,3AHWIT,LAP,BESP,CU.27,1,4
1689,974,3AHWIT,KOM,BESP,CU.28,1,3
1690,974,3AHWIT,KOM,BESP,CU.28,1,4
1691,978,3AHWIT,SPA,BET,A1.14,2,4
1692,978,3AHWIT,SPA,BET,A1.14,3,5
1693,980,4AHMNG,MEA,MPJ,A2.20,5,2
1694,980,4AHMNG,MEA,MPJ,A2.20,5,3
1695,980,4AHMNG,MEA,MPJ,A2.20,5,4
1696,980,4AHMNG,KOP,MPJ,A2.20,5,2
1697,980,4AHMNG,KOP,MPJ,A2.20,5,3
1698,980,4AHMNG,KOP,MPJ,A2.20,5,4
1699,981,3AHWIT,HAU,BET,A1.14,2,7
1700,981,3AHWIT,HAU,BET,C2.09,3,2
1701,983,3AHWIT,SWA,GGP,A1.17,4,6
1702,3237,3AHWIT,LAN,INF1x,B3.06MF,4,3
1703,3237,3AHWIT,LAN,INF1x,B3.06MF,4,4
1704,3237,3AHWIT,MAU,INF1y,B4.14MF,4,3
1705,3237,3AHWIT,MAU,INF1y,B4.14MF,4,4
1706,986,3AHWIT,WOF,MET1,B5.06,4,1
1707,986,3AHWIT,WOF,MET1,B5.06,4,2
1708,987,3AHWIT,KOE,NW2,DE.03,5,3
1709,988,3AHWIT,PUH,NW2,DE.03,4,8
1710,990,3AHWIT,FM,PMM,A1.14,2,3
1711,991,3AHWIT,WOF,PRMNx,B3.06MF,5,1
1712,991,3AHWIT,WOF,PRMNx,B3.06MF,5,2
1713,991,3AHWIT,WAB,PRMNy,B4.14MF,5,1
1714,991,3AHWIT,WAB,PRMNy,B4.14MF,5,2
1715,992,3AHWIT,HAU,UFW2,A1.14,2,8
1716,994,1DHIF,MOS,NW2,C5.10,2,2
1717,994,1DHIF,MOS,NW2,C5.10,3,6
1718,994,1DHIF,MOS,NW2,AH.32,4,3
1719,995,4AHWIT,POP,GGP,A2.05,3,7
1720,996,1DHIF,PF,GGP,C3.14,3,1
1721,996,1DHIF,PF,GGP,C3.14,3,2
1722,1214,5AHWIT,SED,APT1,C3.06,1,10
1723,1214,5AHWIT,SED,APT1,C3.06,2,4
1724,997,4AHWIT,SED,APT1,C3.06,5,1
1725,997,4AHWIT,SED,APT1,C3.06,5,2
1726,999,1DHIF,MAF,BWM2,C5.10,1,1
1727,999,1DHIF,MAF,BWM2,C5.10,1,2
1728,1000,1DHIF,HT,BSPKx,AU.04,2,3
1729,1000,1DHIF,HT,BSPKx,AU.04,2,4
1730,1000,1DHIF,SOR,BSPKy,AU.04,2,3
1731,1000,1DHIF,SOR,BSPKy,AU.04,2,4
1732,1003,1DHIF,SRM,POS1x,B4.15MF,5,1
1733,1003,1DHIF,SRM,POS1x,B4.15MF,5,2
1734,1003,1DHIF,SRM,POS1x,B4.15MF,5,3
1735,1003,1DHIF,FZ,POS1y,B4.16MF,5,1
1736,1003,1DHIF,FZ,POS1y,B4.16MF,5,2
1737,1003,1DHIF,FZ,POS1y,B4.16MF,5,3
1738,1003,1DHIF,PUZ,POS1z,B3.08MF,5,1
1739,1003,1DHIF,PUZ,POS1z,B3.08MF,5,2
1740,1003,1DHIF,PUZ,POS1z,B3.08MF,5,3
1741,1001,2BHIF,LAP,BSPKx,CU.28,2,5
1742,1001,2BHIF,LAP,BSPKx,CU.28,2,6
1743,1001,2BHIF,BV,BSPKy,CU.28,2,5
1744,1001,2BHIF,BV,BSPKy,CU.28,2,6
1745,1005,1DHIF,MAF,BWM1,A1.06,1,4
1746,1005,1DHIF,MAF,BWM1,C4.07,2,8
1747,1006,1DHIF,ZOE,DBI2x,B4.12MM,4,5
1748,1006,1DHIF,ZOE,DBI2x,B4.12MM,4,6
1749,1006,1DHIF,SRM,DBI2y,B3.07MM,4,5
1750,1006,1DHIF,SRM,DBI2y,B3.07MM,4,6
1751,1007,4AHWIT,KOE,NW2,DE.03,1,10
1752,1007,4AHWIT,KOE,NW2,DE.03,1,11
1753,1010,5AHIF,BV,BSPK,AU.04,5,1
1754,1010,5AHIF,BV,BSPK,AU.04,5,2
1755,1011,5AHIF,GC,BWM2,C3.10,4,4
1756,1012,5AHIF,GC,BWM3,C2.08,4,8
1757,1014,5AHIF,HIK,DBI1,C3.10,3,9
1758,1014,5AHIF,HIK,DBI1,C3.10,3,10
1759,1015,5AHIF,RA,DBI1,C3.10,1,7
1760,1015,5AHIF,RA,DBI1,C3.10,1,8
1761,1017,5AHIF,KUE,PRE,C2.08,4,6
1762,1020,3AHMNA,LAP,BESP,CU.28,2,1
1763,1020,3AHMNA,LAP,BESP,CU.28,2,2
1764,1020,3AHMNA,WIS,BESP,CU.28,2,1
1765,1020,3AHMNA,WIS,BESP,CU.28,2,2
1766,1021,1AHMNG,FOJ,MGGD,B5.09,1,9
1767,1021,1AHMNG,FOJ,MGGD,B5.09,1,10
1768,1021,1AHMNG,MAU,MGGD,B5.09,1,9
1769,1021,1AHMNG,MAU,MGGD,B5.09,1,10
1770,1022,4AHKUI,PRE,NW2,DE.03,2,8
1771,1025,4AHMNA,MUI,NW2,DE.03,1,4
1772,1026,5AHIF,SO,E1x,C3.10,3,8
1773,1026,5AHIF,SO,E1x,C3.10,4,3
1774,1030,5AHBGM,CAM,MGT,B5.10,3,1
1775,1030,5AHBGM,CAM,MGT,B5.10,3,2
1776,1030,5AHBGM,CAM,MGT,B5.10,3,3
1777,1027,4AHMNG,MUI,NW2,DE.03,1,5
1778,1031,5AHBGM,CAM,BMSV,B5.10,1,1
1779,1031,5AHBGM,CAM,BMSV,B5.10,1,2
1780,1033,5AHBGM,KUM,AMy,B5.10,1,6
1781,1033,5AHBGM,KUM,AMy,B5.10,2,5
1782,1034,5AHBGM,MAF,GOM3,B5.10,5,1
1783,1036,5AHBGM,SLK,MGIN,B5.10,1,3
1784,1036,5AHBGM,SLK,MGIN,B5.10,1,4
1785,1036,5AHBGM,PUC,MGIN,B5.10,1,3
1786,1036,5AHBGM,PUC,MGIN,B5.10,1,4
1787,1037,5AHBGM,RR,MGIN,B5.10,2,8
1788,1039,5AHBGM,HP,MIS,B5.10,1,7
1789,1039,5AHBGM,HP,MIS,B5.10,1,8
1790,1039,5AHBGM,PIR,MIS,B5.10,1,7
1791,1039,5AHBGM,PIR,MIS,B5.10,1,8
1792,1040,5AHBGM,RGM,GOM2,B5.10,2,11
1793,1041,5AHBGM,DP,PRE,B5.10,3,5
1794,1041,5AHBGM,DP,PRE,B5.10,3,6
1795,1041,5AHBGM,DP,PRE,B5.10,4,3
1796,1041,5AHBGM,DP,PRE,B5.10,4,4
1797,1041,5AHBGM,SH,PRE,B5.10,3,5
1798,1041,5AHBGM,SH,PRE,B5.10,3,6
1799,1041,5AHBGM,SH,PRE,B5.10,4,3
1800,1041,5AHBGM,SH,PRE,B5.10,4,4
1801,1043,3AHBGM,LAP,BESP,CU.27,1,1
1802,1043,3AHBGM,LAP,BESP,CU.27,1,2
1803,1043,3AHBGM,WIS,BESP,CU.27,1,1
1804,1043,3AHBGM,WIS,BESP,CU.27,1,2
1805,1045,5AHBGM,PIR,PRE,B5.10,2,3
1806,1045,5AHBGM,PIR,PRE,B5.10,2,4
1807,1046,1DHIF,HOV,TINF_1,C5.10,1,3
1808,1048,1DHIF,FZ,POS1,C5.10,3,7
1809,1048,1DHIF,FZ,POS1,C5.10,3,8
1810,1047,5AKIF,MAY,PRE,A1.17,1,8
1811,1047,5AKIF,MAY,PRE,A1.17,1,9
1812,1047,5AKIF,PT,PRE,A1.17,1,8
1813,1047,5AKIF,PT,PRE,A1.17,1,9
1814,1051,4AHWIT,SPA,BET,A1.17,3,4
1815,1053,4AHWIT,SPN,PMM,A1.15,4,2
1816,1055,4AHWIT,SPA,PRMN,A1.06,2,10
1817,1055,4AHWIT,SPA,PRMN,A1.06,2,11
1818,1057,3AHWIT,HAU,UFW2,C2.09,1,2
1819,1058,3BHIF,SZ,POS1,C4.10,4,1
1820,1058,3BHIF,SZ,POS1,C4.10,4,2
1821,1059,4AHWIT,MAH,PMM,A1.05,2,7
1822,1059,4AHWIT,MAH,PMM,A1.05,2,8
1823,1061,3AHKUI,HOH,DKO2,A1.23,1,3
1824,1061,3AHKUI,HOH,DKO2,A1.23,1,4
1825,1070,3AHBGM,MAF,GOM2,C4.14,1,5
1826,1066,5AHKUI,ZEI,EW1,A2.13,4,3
1827,1066,5AHKUI,ZEI,EW1,A2.13,4,4
1828,1066,5AHKUI,ZEI,EW1,A2.13,4,5
1829,1066,5AHKUI,UMI,EW1,A2.13,4,3
1830,1066,5AHKUI,UMI,EW1,A2.13,4,4
1831,1066,5AHKUI,UMI,EW1,A2.13,4,5
1832,1071,5AHWIT,SPN,APT1,C3.06,1,1
1833,1071,5AHWIT,SPN,APT1,C3.06,1,2
1834,1072,4AHWIT,PUW,APT1,A3.12,4,4
1835,1084,3BAIF,HB,NVS1,B3.11NW,2,15
1836,1084,3BAIF,HB,NVS1,B3.11NW,2,16
1837,1084,3BAIF,OM,NVS1,B3.11NW,2,15
1838,1084,3BAIF,OM,NVS1,B3.11NW,2,16
1839,1085,3BAIF,EN,TINF_1,B5.10,4,15
1840,1085,3BAIF,EN,TINF_1,B5.10,4,16
1841,1099,3BAIF,SW,AM,B5.11,2,7
1842,1099,3BAIF,SW,AM,B5.11,2,8
1843,1099,3BAIF,SW,AM,A1.17,5,8
1844,1099,3BAIF,SW,AM,A1.17,5,9
1845,1100,3BAIF,BRS,BWM,A2.20,4,13
1846,1100,3BAIF,BRS,BWM,A2.20,4,14
1847,1101,3BAIF,HB,COPR,B4.15MF,3,12
1848,1101,3BAIF,HB,COPR,B4.15MF,3,13
1849,1101,3BAIF,HB,COPR,B4.15MF,3,14
1850,1101,3BAIF,SCM,COPR,B2.10HW,3,12
1851,1101,3BAIF,SCM,COPR,B2.10HW,3,13
1852,1101,3BAIF,SCM,COPR,B2.10HW,3,14
1853,1102,3BAIF,NIJ,DBI1,B5.11,2,9
1854,1104,3BAIF,NIJ,DBI1,C4.14,3,8
1855,1104,3BAIF,NIJ,DBI1,C4.14,3,9
1856,1104,3BAIF,SZ,DBI1,C4.14,3,8
1857,1104,3BAIF,SZ,DBI1,C4.14,3,9
1858,1105,3BAIF,WAG,E1,B5.11,2,11
1859,1105,3BAIF,WAG,E1,B5.11,2,12
1860,1106,3BAIF,BF,POS1,C3.11,1,9
1861,1106,3BAIF,BF,POS1,C3.11,1,10
1862,1106,3BAIF,BF,POS1,C3.11,1,11
1863,1106,3BAIF,BF,POS1,C3.11,1,12
1864,1107,3BAIF,ZUM,POS1,C3.10,4,6
1865,1109,3BAIF,CHA,POS1,B4.16MF,4,9
1866,1109,3BAIF,CHA,POS1,B4.16MF,4,10
1867,1109,3BAIF,WES,POS1,B4.15MF,4,9
1868,1109,3BAIF,WES,POS1,B4.15MF,4,10
1869,1110,3BAIF,PT,PRE,B5.11,2,13
1870,1110,3BAIF,PT,PRE,B5.11,2,14
1871,1111,3BAIF,MAY,PRE,A1.17,5,6
1872,1111,3BAIF,MAY,PRE,A1.17,5,7
1873,1111,3BAIF,PT,PRE,A1.17,5,6
1874,1111,3BAIF,PT,PRE,A1.17,5,7
1875,1112,1AHIF,HT,BSPK,CU.27,5,6
1876,1112,1AHIF,HT,BSPK,CU.27,5,7
1877,1116,5AHBGM,OEM,BESP,CU.28,4,9
1878,1116,5AHBGM,OEM,BESP,CU.28,4,10
1879,1116,5AHBGM,MST,BESP,CU.28,4,9
1880,1116,5AHBGM,MST,BESP,CU.28,4,10
1881,1113,1BHWIT,WER,WPT_4,B1.13W,2,1
1882,1113,1BHWIT,WER,WPT_4,B1.13W,2,2
1883,1113,1BHWIT,WER,WPT_4,B1.13W,2,3
1884,1113,1BHWIT,WER,WPT_4,B1.13W,2,4
1885,1113,1BHWIT,KIR,WPT_4,BH.11W,2,1
1886,1113,1BHWIT,KIR,WPT_4,BH.11W,2,2
1887,1113,1BHWIT,KIR,WPT_4,BH.11W,2,3
1888,1113,1BHWIT,KIR,WPT_4,BH.11W,2,4
1889,1113,1BHWIT,PIF,WPT_4,DE.13aW,2,1
1890,1113,1BHWIT,PIF,WPT_4,DE.13aW,2,2
1891,1113,1BHWIT,PIF,WPT_4,DE.13aW,2,3
1892,1113,1BHWIT,PIF,WPT_4,DE.13aW,2,4
1893,1113,1BHWIT,MAJ,WPT_4,B1.14W,2,1
1894,1113,1BHWIT,MAJ,WPT_4,B1.14W,2,2
1895,1113,1BHWIT,MAJ,WPT_4,B1.14W,2,3
1896,1113,1BHWIT,MAJ,WPT_4,B1.14W,2,4
1897,1118,2CHIF,CSR,BSPKx,CU.28,2,10
1898,1118,2CHIF,CSR,BSPKx,CU.28,2,11
1899,1118,2CHIF,HT,BSPKy,CU.28,2,10
1900,1118,2CHIF,HT,BSPKy,CU.28,2,11
1901,1121,4AHWIT,SPN,PMM,A1.16,2,4
1902,1122,4AHWIT,GRM,UFW1,C3.06,5,3
1903,1123,4AHWIT,BI,E1,A1.05,1,9
1904,1123,4AHWIT,BI,E1,A1.16,2,5
1905,1125,3AHBGM,GAL,E1,C4.10,1,6
1906,1125,3AHBGM,GAL,E1,B5.11,3,3
1907,1124,2BHIF,BLJ,E1x,C5.09,2,1
1908,1124,2BHIF,BLJ,E1x,C5.09,2,2
1909,1134,1AFIT,EN,SYTx,B2.09HW,3,3
1910,1134,1AFIT,EN,SYTx,B2.09HW,3,4
1911,1134,1AFIT,JB,SYTy,B2.11HW,3,3
1912,1134,1AFIT,JB,SYTy,B2.11HW,3,4
1913,1136,2BHBGM,SOR,BESP,CU.28,4,9
1914,1136,2BHBGM,SOR,BESP,CU.28,4,10
1915,1136,2BHBGM,KOM,BESP,CU.27,4,9
1916,1136,2BHBGM,KOM,BESP,CU.27,4,10
1917,1137,5AHMNG,KOP,MEP_3,B5.07,4,2
1918,1137,5AHMNG,KOP,MEP_3,B5.07,4,3
1919,1137,5AHMNG,KOP,MEP_3,B5.07,4,4
1920,1137,5AHMNG,KOP,MEP_3,B5.07,4,5
1921,1137,5AHMNG,LJK,MEP_3,B5.07,4,2
1922,1137,5AHMNG,LJK,MEP_3,B5.07,4,3
1923,1137,5AHMNG,LJK,MEP_3,B5.07,4,4
1924,1137,5AHMNG,LJK,MEP_3,B5.07,4,5
1925,1138,5AHMNG,LUP,MEP_3,B5.07,3,7
1926,1138,5AHMNG,LUP,MEP_3,B5.07,3,8
1927,1138,5AHMNG,LUP,MEP_3,B5.07,3,9
1928,1138,5AHMNG,HAG,MEP_3,B5.07,3,7
1929,1138,5AHMNG,HAG,MEP_3,B5.07,3,8
1930,1138,5AHMNG,HAG,MEP_3,B5.07,3,9
1931,1140,5AHMNG,KAS,AM,B5.07,1,6
1932,1140,5AHMNG,KAS,AM,B5.07,5,3
1933,1141,5AHMNG,MAU,MTIN,B5.07,1,1
1934,1141,5AHMNG,MAU,MTIN,B5.07,1,2
1935,1141,5AHMNG,SM,MTIN,B5.07,1,1
1936,1141,5AHMNG,SM,MTIN,B5.07,1,2
1937,1143,5AHMNG,STK,E1y,B5.07,2,2
1938,1143,5AHMNG,STK,E1y,B5.07,5,6
1939,1143,5AHMNG,MUI,E1x,A2.05,2,2
1940,1143,5AHMNG,MUI,E1x,B5.13,5,6
1941,1144,5AHMNG,KDC,BESP,CU.28,1,8
1942,1144,5AHMNG,KDC,BESP,CU.28,1,9
1943,1144,5AHMNG,MST,BESP,CU.28,1,8
1944,1144,5AHMNG,MST,BESP,CU.28,1,9
1945,1145,5AHMNG,KSR,MP3,B5.07,5,8
1946,1145,5AHMNG,KSR,MP3,B5.07,5,9
1947,1145,5AHMNG,KSR,MP3,B5.07,5,10
1948,1145,5AHMNG,MEA,MP3,B5.07,5,8
1949,1145,5AHMNG,MEA,MP3,B5.07,5,9
1950,1145,5AHMNG,MEA,MP3,B5.07,5,10
1951,1146,3AHMNA,HAM,MTAI,A3.05,1,8
1952,1146,3AHMNA,HAM,MTAI,A3.05,1,9
1953,1146,3AHMNA,HAM,MTAI,A3.05,1,10
1954,1146,3AHMNA,SJ,MTAI,A3.04,1,8
1955,1146,3AHMNA,SJ,MTAI,A3.04,1,9
1956,1146,3AHMNA,SJ,MTAI,A3.04,1,10
1957,1147,3AHMNA,REM,MTAI,A3.05,2,4
1958,1147,3AHMNA,REM,MTAI,A3.05,2,5
1959,1147,3AHMNA,JAD,MTAI,A3.05,2,4
1960,1147,3AHMNA,JAD,MTAI,A3.05,2,5
1961,1148,5AHMNG,MEA,MTIN,B5.07,4,7
1962,1148,5AHMNG,MEA,MTIN,B5.07,4,8
1963,1148,5AHMNG,LJK,MTIN,B5.07,4,7
1964,1148,5AHMNG,LJK,MTIN,B5.07,4,8
1965,1149,3AHMNA,BIN,MPJ,A3.05,4,8
1966,1149,3AHMNA,BIN,MPJ,A3.05,4,9
1967,1149,3AHMNA,BIN,MPJ,A3.05,4,10
1968,1149,3AHMNA,REM,MPJ,A3.04,4,8
1969,1149,3AHMNA,REM,MPJ,A3.04,4,9
1970,1149,3AHMNA,REM,MPJ,A3.04,4,10
1971,1150,5AHMNG,ENU,MWI2,B5.07,2,6
1972,1150,5AHMNG,ENU,MWI2,B5.07,2,7
1973,1151,3AHMNG,KOP,MPJ,B5.06,1,1
1974,1151,3AHMNG,KOP,MPJ,B5.06,1,2
1975,1151,3AHMNG,KOP,MPJ,B5.06,1,3
1976,1151,3AHMNG,LJK,MPJ,B5.06,1,1
1977,1151,3AHMNG,LJK,MPJ,B5.06,1,2
1978,1151,3AHMNG,LJK,MPJ,B5.06,1,3
1979,1153,5AHMNA,SM,MTAI,A3.14,1,6
1980,1153,5AHMNA,SM,MTAI,A3.14,1,7
1981,1153,5AHMNA,FER,MTAI,A3.14,1,6
1982,1153,5AHMNA,FER,MTAI,A3.14,1,7
1983,1154,5AHMNA,BIN,MPJ,A3.14,3,6
1984,1154,5AHMNA,BIN,MPJ,A3.14,3,7
1985,1154,5AHMNA,BIN,MPJ,A3.14,3,8
1986,1154,5AHMNA,WEM,MPJ,A3.14,3,6
1987,1154,5AHMNA,WEM,MPJ,A3.14,3,7
1988,1154,5AHMNA,WEM,MPJ,A3.14,3,8
1989,1155,3AHMNA,LAM,MGAN,A3.05,1,1
